
   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       64    0.000    0.000    0.176    0.003 gen_math_ops.py:1299(maximum)
       34    0.000    0.000    0.088    0.003 tensorflow_backend.py:1216(square)
       56    0.000    0.000    0.000    0.000 topology.py:2639(_is_all_none)
      164    0.000    0.000    0.000    0.000 :0(geterrobj)
       31    0.000    0.000    0.004    0.000 _weakrefset.py:58(__iter__)
       60    0.000    0.000    0.068    0.001 tensorflow_backend.py:192(_to_tensor)
       12    0.000    0.000    0.000    0.000 tensorflow_backend.py:2757(_preprocess_conv2d_input)
       32    0.000    0.000    0.000    0.000 tensorflow_backend.py:45(get_uid)
       30    0.000    0.000    0.000    0.000 tensor_shape.py:526(num_elements)
       26    0.000    0.000    0.000    0.000 topology.py:719(build)
      538    0.000    0.000    0.132    0.000 tensor_shape.py:617(with_rank)
        6    0.000    0.000    0.000    0.000 core.py:847(compute_output_shape)
      198    0.000    0.000    0.004    0.000 fromnumeric.py:1710(sum)
        4    0.000    0.000    0.000    0.000 sre_parse.py:74(opengroup)
       56    0.000    0.000    0.000    0.000 re.py:264(_compile_repl)
       12    0.000    0.000    0.000    0.000 tensor_shape.py:637(with_rank_at_least)
       18    0.000    0.000    0.000    0.000 dtypes.py:151(is_quantized)
      378    0.000    0.000    0.052    0.000 math_ops.py:1167(_ReductionDims)
       36    0.000    0.000    0.092    0.003 gen_control_flow_ops.py:137(_merge)
        1    0.000    0.000    0.172    0.172 topology.py:2436(save_weights)
       10    0.000    0.000    0.040    0.004 gen_array_ops.py:854(_expand_dims)
       17    0.000    0.000    0.000    0.000 uuid.py:267(get_hex)
       53    0.000    0.000    0.000    0.000 core.py:109(render)
       18    0.000    0.000    0.048    0.003 random_ops.py:36(_ShapeTensor)
      265    0.000    0.000    0.004    0.000 ops.py:3167(__exit__)
        2    0.000    0.000    0.000    0.000 core.py:175(seed)
       41    0.000    0.000    0.000    0.000 nanfunctions.py:107(_divide_by_count)
      120    0.000    0.000    0.000    0.000 selections.py:163(shape)
      168    0.000    0.000    0.344    0.002 gen_array_ops.py:2829(shape)
       18    0.000    0.000    0.036    0.002 nn_ops.py:1320(bias_add)
       46    0.000    0.000    0.000    0.000 getlimits.py:96(__new__)
       10    0.000    0.000    0.000    0.000 callbacks.py:181(on_epoch_begin)
      712    0.000    0.000    0.000    0.000 op_def_library.py:619(<genexpr>)
        1    0.000    0.000 1515.728 1515.728 main.py:99(run_env_path)
       17    0.000    0.000    0.000    0.000 uuid.py:103(__init__)
        4    0.000    0.000    0.000    0.000 sre_compile.py:256(_optimize_charset)
        3    0.000    0.000    0.000    0.000 utils.py:86(makedirs)
        1    0.000    0.000    0.000    0.000 myCallback.py:7(__init__)
        6    0.000    0.000    0.000    0.000 training.py:287(_collect_metrics)
       36    0.000    0.000    0.000    0.000 regularizers.py:60(serialize)
      168    0.000    0.000    0.000    0.000 initializers.py:461(get)
       24    0.000    0.000    0.052    0.002 control_flow_ops.py:1623(_ProcessOutputTensor)
      166    0.000    0.000    0.472    0.003 state_ops.py:105(variable_op_v2)
        4    0.000    0.000    0.012    0.003 core.py:387(call)
      855    0.000    0.000    0.116    0.000 core.py:101(reset)
       12    0.000    0.000    0.600    0.050 nn_impl.py:599(moments)
       66    0.000    0.000    0.128    0.002 tensorflow_backend.py:311(constant)
       12    0.000    0.000    0.036    0.003 nn_ops.py:43(_non_atrous_convolution)
       44    0.000    0.000    0.148    0.003 math_ops.py:1296(reduce_mean)
      146    0.000    0.000    0.004    0.000 dtypes.py:146(is_complex)
        2    0.000    0.000    0.000    0.000 topology.py:1878(constraints)
       26    0.000    0.000    0.000    0.000 topology.py:1171(get_config)
        1    0.000    0.000    0.000    0.000 core.py:318(_on_test_end)
       52    0.000    0.000    0.000    0.000 gradients_impl.py:732(DeviceKey)
       54    0.000    0.000    0.000    0.000 ops.py:1262(_get_control_flow_context)
       52    0.000    0.000    0.000    0.000 gradients_impl.py:722(<lambda>)
        2    0.000    0.000    1.496    0.748 topology.py:2313(from_config)
        6    0.000    0.000    0.028    0.005 tensorflow_backend.py:782(dot)
        6    0.000    0.000    0.008    0.001 gen_array_ops.py:1370(invert_permutation)
       30    0.000    0.000    0.056    0.002 array_ops.py:301(size_internal)
       66    0.000    0.000    0.000    0.000 core.py:181(_on_train_end)
        2    0.000    0.000    0.000    0.000 core.py:666(get_config)
      222    0.000    0.000    0.000    0.000 tensor_shape.py:67(__int__)
       12    0.000    0.000    0.000    0.000 interfaces.py:438(batchnorm_args_preprocessor)
       52    0.000    0.000    0.000    0.000 sre_parse.py:193(__next)
       41    0.000    0.000    0.000    0.000 :0(insert)
      130    0.000    0.000    0.000    0.000 tensorflow_backend.py:388(int_shape)
       36    0.000    0.000    0.000    0.000 conv_utils.py:6(normalize_tuple)
        2    0.000    0.000    6.120    3.060 tensorflow_backend.py:2128(gradients)
      146    0.000    0.000 1501.780   10.286 env_gym.py:107(_step)
      134    0.000    0.000    0.000    0.000 :0(sort)
       12    0.000    0.000    0.024    0.002 activations.py:43(relu)
      114    0.000    0.000    0.000    0.000 inspect.py:142(isfunction)
       65    0.000    0.000    0.148    0.002 array_ops.py:1469(placeholder)
       12    0.000    0.000    0.600    0.050 tensorflow_backend.py:2382(switch)
       85    0.000    0.000    0.000    0.000 device.py:175(merge_from)
       32    0.000    0.000    0.000    0.000 tensor_shape.py:566(concatenate)
        1    0.000    0.000    0.000    0.000 myCallback.py:21(on_train_end)
        8    0.000    0.000    0.052    0.006 math_grad.py:290(_SquareGrad)
       48    0.000    0.000    0.004    0.000 fromnumeric.py:1866(any)
       20    0.000    0.000    0.000    0.000 dataset.py:517(<genexpr>)
        4    0.000    0.000    0.088    0.022 core.py:494(call)
      166    0.000    0.000    0.000    0.000 ops.py:4060(add_to_collections)
       23    0.000    0.000    0.000    0.000 numerictypes.py:660(issubclass_)
        2    0.000    0.000    0.004    0.002 gen_math_ops.py:2288(sign)
       30    0.000    0.000    0.108    0.004 gen_array_ops.py:3658(tile)
        4    0.000    0.000    0.128    0.032 optimizers.py:117(__init__)
       24    0.000    0.000    0.200    0.008 control_flow_ops.py:1298(ZerosLikeOutsideLoop)
       23    0.000    0.000    0.000    0.000 numerictypes.py:728(issubdtype)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:429(_convert_tensorarrays_to_flows)
       18    0.000    0.000    0.000    0.000 activations.py:59(linear)
        2    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
      928    0.000    0.000    0.000    0.000 __init__.py:1360(isEnabledFor)
       18    0.000    0.000    0.044    0.002 gen_random_ops.py:239(_random_uniform)
       12    0.000    0.000    0.000    0.000 ops.py:1036(name)
      136    0.000    0.000    0.000    0.000 topology.py:2634(_object_list_uid)
        2    0.000    0.000    0.000    0.000 codecs.py:92(__new__)
        3    0.000    0.000    0.000    0.000 callbacks.py:178(set_model)
       12    0.000    0.000    0.000    0.000 conv_utils.py:56(normalize_padding)
      7/3    0.000    0.000    0.000    0.000 sre_parse.py:317(_parse_sub)
       40    0.000    0.000    0.000    0.000 initializers.py:450(serialize)
        8    0.000    0.000    0.032    0.004 array_grad.py:399(_ReshapeGrad)
        8    0.000    0.000    0.000    0.000 sre_parse.py:137(__len__)
       29    0.000    0.000    0.000    0.000 sre_parse.py:206(match)
       82    0.000    0.000    0.000    0.000 numeric.py:2792(geterr)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:8(<module>)
      470    0.000    0.000    0.000    0.000 ops.py:415(value_index)
       12    0.000    0.000    0.000    0.000 ops.py:1370(_add_control_inputs)
       12    0.000    0.000    0.000    0.000 tensorflow_backend.py:2793(_preprocess_padding)
       38    0.000    0.000    0.000    0.000 tensorflow_backend.py:973(_normalize_axis)
       53    0.000    0.000    0.000    0.000 memory.py:76(__init__)
       20    0.000    0.000    0.000    0.000 selections.py:168(nselect)
      114    0.000    0.000    0.000    0.000 inspect.py:209(iscode)
       24    0.000    0.000    0.044    0.002 gen_math_ops.py:1965(rsqrt)
       13    0.000    0.000    0.000    0.000 callbacks.py:190(on_batch_end)
        9    0.000    0.000    0.000    0.000 :0(warn)
        2    0.000    0.000    0.000    0.000 :0(__import__)
       12    0.000    0.000    0.000    0.000 convolutional.py:83(__init__)
        6    0.000    0.000    0.128    0.021 tensorflow_backend.py:2066(__init__)
       24    0.000    0.000    0.000    0.000 topology.py:668(compute_output_shape)
        5    0.000    0.000    0.000    0.000 sre_parse.py:189(__init__)
       12    0.000    0.000    0.000    0.000 convolutional.py:184(compute_output_shape)
       10    0.000    0.000    0.000    0.000 topology.py:893(output)
       20    0.000    0.000    0.012    0.001 group.py:55(create_dataset)
       24    0.000    0.000    0.044    0.002 gen_state_ops.py:82(assign_sub)
        1    0.000    0.000    0.000    0.000 myCallback.py:16(on_train_begin)
      114    0.000    0.000    0.000    0.000 inspect.py:67(ismethod)
        5    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        6    0.000    0.000    0.040    0.007 gen_array_ops.py:3616(strided_slice_grad)
       93    0.000    0.000    0.000    0.000 :0(update)
       30    0.000    0.000    0.072    0.002 gen_math_ops.py:2533(sqrt)
        0    0.000             0.000          profile:0(profiler)
        8    0.000    0.000    0.224    0.028 training.py:417(weighted)
       48    0.000    0.000    0.016    0.000 math_ops.py:749(to_int32)
        1    0.000    0.000    0.000    0.000 env_gym.py:20(__init__)
        2    0.000    0.000    0.152    0.076 topology.py:1910(get_weights)
       48    0.000    0.000    0.216    0.005 math_ops.py:1343(reduce_prod)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:31(StreamReader)
       24    0.000    0.000    0.060    0.003 control_flow_grad.py:34(_SwitchGrad)
        8    0.000    0.000    0.020    0.002 tensorflow_backend.py:728(cast)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:13(Codec)
      104    0.000    0.000    0.000    0.000 generic_utils.py:101(serialize_keras_object)
        2    0.000    0.000    0.008    0.004 gen_math_ops.py:1050(less)
       30    0.000    0.000    0.000    0.000 selections.py:475(_translate_slice)
        1    0.000    0.000    0.000    0.000 callbacks.py:304(on_train_begin)
       56    0.000    0.000    0.000    0.000 copy.py:113(_copy_with_constructor)
       26    0.000    0.000    0.000    0.000 topology.py:1212(count_params)
       12    0.000    0.000    0.024    0.002 gen_math_ops.py:2592(squared_difference)
       12    0.000    0.000    0.000    0.000 convolutional.py:421(__init__)
       20    0.000    0.000    0.008    0.000 dataset.py:506(__setitem__)
        2    0.000    0.000    0.000    0.000 gradients_impl.py:300(_StopOps)
     1828    0.000    0.000    0.000    0.000 tensor_shape.py:740(<genexpr>)
       12    0.000    0.000    0.068    0.006 gen_array_ops.py:500(_concat_v2)
       13    0.000    0.000    0.000    0.000 ops.py:3544(device)
       12    0.000    0.000    0.004    0.000 interfaces.py:265(conv2d_args_preprocessor)
       12    0.000    0.000    0.324    0.027 convolutional.py:119(build)
       18    0.000    0.000    0.000    0.000 arrayprint.py:340(array2string)
       68    0.000    0.000    0.000    0.000 topology.py:1103(get_updates_for)
       67    0.000    0.000    0.000    0.000 callbacks.py:37(__init__)
       10    0.000    0.000    0.040    0.004 math_ops.py:1652(matmul)
       26    0.000    0.000    0.000    0.000 topology.py:1003(output_shape)
      170    0.000    0.000    0.000    0.000 device.py:106(replica)
        1    0.000    0.000    0.000    0.000 files.py:180(fid)
       52    0.000    0.000    0.148    0.003 gen_math_ops.py:80(_add_n)
        2    0.000    0.000    1.496    0.748 models.py:285(model_from_config)
       41    0.000    0.000    0.000    0.000 nanfunctions.py:733(nanmean)
        6    0.000    0.000    0.012    0.002 gen_nn_ops.py:2236(_relu_grad)
        2    0.000    0.000    8.124    4.062 util.py:93(get_updates)
        1    0.000    0.000    0.000    0.000 files.py:81(make_fid)
        6    0.000    0.000    0.000    0.000 ops.py:1014(__init__)
       17    0.000    0.000    0.008    0.000 attrs.py:85(__setitem__)
       98    0.000    0.000    0.000    0.000 device.py:99(job)
       60    0.000    0.000    0.000    0.000 dtypes.py:268(name)
       56    0.000    0.000    0.000    0.000 topology.py:2684(_collect_input_shape)
        4    0.000    0.000    0.000    0.000 core.py:337(_fix_unknown_dimension)
       30    0.000    0.000    0.056    0.002 array_ops.py:275(size)
       56    0.000    0.000    0.092    0.002 init_ops.py:158(__call__)
        4    0.000    0.000    0.000    0.000 losses.py:78(deserialize)
       41    0.000    0.000    0.000    0.000 warnings.py:377(__exit__)
        2    0.000    0.000    0.000    0.000 generic_utils.py:164(func_dump)
        9    0.000    0.000    0.000    0.000 sre_parse.py:149(append)
      116    0.000    0.000    0.000    0.000 topology.py:1680(<lambda>)
      265    0.000    0.000    0.028    0.000 ops.py:3242(control_dependencies)
        4    0.000    0.000    0.012    0.003 gen_math_ops.py:1506(_pow)
        6    0.000    0.000    0.624    0.104 math_grad.py:102(_ProdGrad)
       39    0.000    0.000    0.000    0.000 ops.py:3191(_current_control_dependencies)
      7/3    0.000    0.000    0.000    0.000 sre_parse.py:395(_parse)
        2    0.000    0.000    0.016    0.008 array_grad.py:412(_ExpandDimsGrad)
        4    0.000    0.000    0.012    0.003 tensorflow_backend.py:1305(pow)
       85    0.000    0.000    0.000    0.000 ops.py:1299(_set_device)
        2    0.000    0.000    0.000    0.000 utils.py:121(__init__)
       20    0.000    0.000    0.000    0.000 filters.py:207(get_filters)
       26    0.000    0.000    0.000    0.000 ops.py:2985(device)
       12    0.000    0.000    0.000    0.000 common.py:111(image_data_format)
       82    0.000    0.000    0.000    0.000 :0(seterrobj)
       12    0.000    0.000    0.032    0.003 gen_array_ops.py:3385(stop_gradient)
       20    0.000    0.000    0.000    0.000 selections.py:409(<genexpr>)
       28    0.000    0.000    0.004    0.000 layer_utils.py:43(print_row)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:1461(__init__)
      108    0.000    0.000    0.000    0.000 seeding.py:82(_bigint_from_bytes)
       12    0.000    0.000    0.000    0.000 fromnumeric.py:1953(all)
      182    0.000    0.000    0.000    0.000 tensorflow_backend.py:418(ndim)
      406    0.000    0.000    0.000    0.000 op_def_library.py:148(_MakeInt)
        2    0.000    0.000    0.000    0.000 dqn.py:18(__init__)
       52    0.000    0.000    0.000    0.000 six.py:592(iterkeys)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:1417(ExitResult)
        2    0.000    0.000    0.004    0.002 mydqn.py:198(<lambda>)
       52    0.000    0.000    0.000    0.000 :0(iterkeys)
        4    0.000    0.000    0.032    0.008 losses.py:7(mean_squared_error)
        3    0.000    0.000    0.000    0.000 callbacks.py:175(set_params)
        1    0.000    0.000 1520.368 1520.368 <string>:1(<module>)
      108    0.000    0.000    0.196    0.002 control_flow_ops.py:1597(AddOp)
        4    0.000    0.000    0.004    0.001 tensorflow_backend.py:1228(abs)
       23    0.000    0.000    0.000    0.000 policy.py:64(select_action)
        2    0.000    0.000    0.000    0.000 sre_parse.py:741(literal)
       40    0.000    0.000    0.000    0.000 selections.py:272(broadcast)
        3    0.000    0.000    0.000    0.000 files.py:148(attrs)
       24    0.000    0.000    0.056    0.002 math_ops.py:277(multiply)
       13    0.000    0.000    0.000    0.000 callbacks.py:187(on_batch_begin)
        6    0.000    0.000    0.432    0.072 training.py:671(compile)
       53    0.000    0.000    0.000    0.000 weakref.py:88(__contains__)
        4    0.000    0.000    0.000    0.000 sre_compile.py:228(_compile_charset)
       12    0.000    0.000    0.004    0.000 nn_ops.py:451(_get_strides_and_dilation_rate)
      418    0.000    0.000    0.000    0.000 ops.py:1432(__bool__)
        2    0.000    0.000    0.000    0.000 callbacks.py:15(_set_env)
        4    0.000    0.000    0.088    0.022 tensorflow_backend.py:1761(batch_flatten)
       51    0.000    0.000    0.004    0.000 utils.py:44(initMazeMap)
        2    0.000    0.000    0.000    0.000 utils.py:95(get_tau)
        2    0.000    0.000    0.008    0.004 control_flow_ops.py:1257(MaybeCreateControlFlowState)
        2    0.000    0.000    0.000    0.000 :0(loads)
       12    0.000    0.000    0.096    0.008 tensorflow_backend.py:2857(conv2d)
        8    0.000    0.000    0.012    0.002 nn_grad.py:180(_BiasAddGrad)
      144    0.000    0.000    0.000    0.000 :0(abs)
        2    0.000    0.000    0.164    0.082 mydqn.py:24(__init__)
       67    0.000    0.000    0.000    0.000 callbacks.py:49(set_model)
        4    0.000    0.000    0.008    0.002 tensorflow_backend.py:357(shape)
       11    0.000    0.000    0.000    0.000 policy.py:6(__init__)
       51    0.000    0.000    0.004    0.000 utils.py:53(displayMap)
       84    0.000    0.000    0.968    0.012 topology.py:363(add_weight)
       12    0.000    0.000    0.116    0.010 convolutional.py:148(call)
       56    0.000    0.000    0.000    0.000 topology.py:2650(_collect_previous_mask)
       12    0.000    0.000    0.032    0.003 gen_nn_ops.py:347(conv2d)
        2    0.000    0.000    0.000    0.000 core.py:405(get_config)
        4    0.000    0.000    0.012    0.003 tensorflow_backend.py:1776(expand_dims)
        4    0.000    0.000    0.008    0.002 gen_array_ops.py:3897(_zeros_like)
      182    0.000    0.000    0.000    0.000 dtypes.py:140(is_floating)
        1    0.000    0.000    0.000    0.000 compat.py:59(fsencode)
       18    0.000    0.000    0.000    0.000 random_seed.py:30(_truncate_seed)
        2    0.000    0.000    0.012    0.006 tensorflow_backend.py:767(update_add)
        1    0.000    0.000    0.000    0.000 files.py:232(__init__)
   144/62    0.000    0.000    1.624    0.026 generic_utils.py:115(deserialize_keras_object)
       30    0.000    0.000    0.128    0.004 clip_ops.py:33(clip_by_value)
        3    0.000    0.000    0.000    0.000 sre_compile.py:552(_code)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
       53    0.000    0.000    0.000    0.000 core.py:73(_render)
        2    0.000    0.000    0.008    0.004 math_grad.py:240(_AbsGrad)
       27    0.000    0.000    0.000    0.000 __init__.py:78(backend)
       38    0.000    0.000    0.000    0.000 sre_parse.py:212(get)
        1    0.000    0.000 1520.368 1520.368 profile:0(main())
       12    0.000    0.000    0.000    0.000 core.py:284(__init__)
        8    0.000    0.000    0.028    0.004 tensorflow_backend.py:1351(not_equal)
        1    0.000    0.000    0.000    0.000 core.py:315(_on_test_begin)
       23    0.000    0.000    0.000    0.000 :0(choice)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:20(IncrementalEncoder)
       34    0.000    0.000    0.064    0.002 gen_math_ops.py:766(_floor_div)
       20    0.000    0.000    0.004    0.000 filters.py:73(generate_dcpl)
       13    0.000    0.000    0.000    0.000 _weakrefset.py:16(__init__)
       14    0.000    0.000    0.000    0.000 base.py:263(attrs)
        1    0.000    0.000    0.740    0.740 agent_net.py:7(get_agent_net)
       26    0.000    0.000    0.008    0.000 topology.py:1194(from_config)
       30    0.000    0.000    0.080    0.003 math_ops.py:415(sqrt)
        1    0.000    0.000    0.000    0.000 compat.py:11(fspath)
       10    0.000    0.000    0.468    0.047 math_grad.py:91(_MeanGrad)
      292    0.000    0.000    5.208    0.018 gradients_impl.py:560(<lambda>)
        6    0.000    0.000    0.016    0.003 math_ops.py:457(scalar_mul)
      408    0.000    0.000    0.012    0.000 tensor_util.py:240(_FilterFloat)
       53    0.000    0.000    0.000    0.000 core.py:63(_close)
       14    0.000    0.000    0.000    0.000 _weakrefset.py:83(add)
        2    0.000    0.000    0.000    0.000 policy.py:60(__init__)
       53    0.000    0.000    0.004    0.000 core.py:48(__new__)
        6    0.000    0.000    0.128    0.021 tensorflow_backend.py:2107(function)
       74    0.000    0.000    0.000    0.000 initializers.py:19(from_config)
       54    0.000    0.000    0.000    0.000 fromnumeric.py:1817(product)
       10    0.000    0.000    0.040    0.004 array_ops.py:117(expand_dims)
       34    0.000    0.000    0.000    0.000 topology.py:319(updates)
       12    0.000    0.000    0.024    0.002 tensorflow_backend.py:2479(relu)
      804    0.000    0.000    0.028    0.000 callbacks.py:52(on_episode_end)
      296    0.000    0.000    0.000    0.000 variables.py:352(_AsTensor)
       12    0.000    0.000    0.000    0.000 topology.py:1071(add_update)
       14    0.000    0.000    0.000    0.000 :0(find)
       86    0.000    0.000    0.000    0.000 variables.py:724(get_shape)
       17    0.000    0.000    0.000    0.000 attrs.py:49(__init__)
       12    0.000    0.000    0.068    0.006 nn_ops.py:143(with_space_to_batch)
        8    0.000    0.000    0.012    0.002 gen_nn_ops.py:288(bias_add_grad)
       12    0.000    0.000    1.632    0.136 normalization.py:126(call)
       67    0.000    0.000    0.000    0.000 callbacks.py:38(_set_env)
      130    0.000    0.000    0.000    0.000 utils.py:131(string_values)
        2    0.000    0.000    0.000    0.000 util.py:88(__init__)
        9    0.000    0.000    0.000    0.000 :0(__subclasshook__)
       24    0.000    0.000    0.000    0.000 control_flow_ops.py:1405(Enter)
       80    0.000    0.000    0.000    0.000 dataset.py:234(dtype)
        6    0.000    0.000    0.004    0.001 math_grad.py:942(_CastGrad)
        2    0.000    0.000    0.012    0.006 gen_state_ops.py:54(assign_add)
       16    0.000    0.000    0.276    0.017 tensorflow_backend.py:1967(batch_get_value)
       18    0.000    0.000    0.000    0.000 ops.py:2064(seed)
      202    0.000    0.000    0.328    0.002 gen_array_ops.py:1328(identity)
        6    0.000    0.000    0.000    0.000 core.py:791(__init__)
        6    0.000    0.000    0.000    0.000 core.py:618(compute_output_shape)
      392    0.000    0.000    0.012    0.000 ops.py:146(is_dense_tensor_like)
       41    0.000    0.000    0.000    0.000 utils.py:64(displayQvalue)
        2    0.000    0.000    0.012    0.006 gradients_impl.py:204(_DefaultGradYs)
       98    0.000    0.000    0.000    0.000 device.py:121(task)
      794    0.000    0.000    0.016    0.000 policy.py:32(log_qvalue)
      708    0.000    0.000    0.012    0.000 gradients_impl.py:329(_maybe_colocate_with)
        4    0.000    0.000    0.000    0.000 :0(vars)
        2    0.000    0.000    0.000    0.000 topology.py:1322(get_config)
        1    0.000    0.000    0.000    0.000 files.py:44(make_fapl)
       10    0.000    0.000    0.000    0.000 callbacks.py:308(on_epoch_end)
       20    0.000    0.000    0.004    0.000 selections.py:250(__getitem__)
       12    0.000    0.000    0.408    0.034 normalization.py:153(normalize_inference)
      300    0.000    0.000    0.012    0.000 ops.py:1637(get_gradient_function)
        6    0.000    0.000    0.024    0.004 gen_nn_ops.py:410(conv2d_backprop_filter)
        1    0.000    0.000   78.364   78.364 mydqn.py:205(test)
       24    0.000    0.000    0.000    0.000 ops.py:1451(control_inputs)
        2    0.000    0.000    0.000    0.000 core.py:692(from_config)
        4    0.000    0.000    0.124    0.031 dqn.py:118(<lambda>)
        1    0.000    0.000    0.000    0.000 raw_unicode_escape.py:28(StreamWriter)
       60    0.000    0.000    0.000    0.000 constraints.py:168(get)
       41    0.000    0.000    0.000    0.000 myCallback.py:25(on_episode_begin)
       11    0.000    0.000    0.000    0.000 :0(__subclasses__)
       38    0.000    0.000    0.000    0.000 base.py:270(__init__)
       56    0.000    0.000    0.000    0.000 :0(sub)
       12    0.000    0.000    0.776    0.065 tensorflow_backend.py:1466(normalize_batch_in_training)
      144    0.000    0.000    0.000    0.000 variables.py:685(name)
        4    0.000    0.000    0.128    0.032 optimizers.py:624(deserialize)
       50    0.000    0.000    0.000    0.000 selections.py:303(<genexpr>)
      108    0.000    0.000    0.000    0.000 ops.py:902(convert_n_to_tensor_or_indexed_slices)
       13    0.000    0.000    0.000    0.000 callbacks.py:27(on_step_end)
       76    0.000    0.000    0.000    0.000 dqn.py:345(test_policy)



Process finished with exit code 0

